Time_I,Intensity,Time_L,Laser,Time_V,Vert_Emit,Time_H,Horz_Emit,Time_C,Linac_Current
Wed Feb 24 09:28:23.956,4.454882622,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:23.983,21.65201461
Wed Feb 24 09:28:28.957,4.414973259,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:28.917,21.36344259
Wed Feb 24 09:28:28.957,4.395018578,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:28.984,21.39989379
Wed Feb 24 09:28:31.558,4.43492794,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:31.518,21.64593941
Wed Feb 24 09:28:31.624,4.42993927,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:31.584,21.5244354
Wed Feb 24 09:28:33.958,4.355109215,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:33.918,21.42419459
Wed Feb 24 09:28:33.958,4.464859962,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:33.985,21.5487362
Wed Feb 24 09:28:38.959,4.395018578,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:38.919,21.44545779
Wed Feb 24 09:28:38.959,4.469848633,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:38.985,21.67327781
Wed Feb 24 09:28:41.559,4.42993927,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:41.519,21.60037541
Wed Feb 24 09:28:41.626,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:41.586,21.13562257
Wed Feb 24 09:28:43.959,4.390029907,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:43.919,21.4606458
Wed Feb 24 09:28:44.026,4.42993927,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:43.986,21.36040499
Wed Feb 24 09:28:48.960,4.4249506,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:48.920,21.29965298
Wed Feb 24 09:28:48.960,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:48.987,21.22978818
Wed Feb 24 09:28:51.560,4.400007248,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:51.520,21.40596899
Wed Feb 24 09:28:53.961,4.42993927,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:53.921,21.58518741
Wed Feb 24 09:28:58.961,4.390029907,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:28:58.921,21.4788714
Wed Feb 24 09:29:01.562,4.459871292,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:01.522,21.5001346
Wed Feb 24 09:29:03.962,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:03.922,21.23282578
Wed Feb 24 09:29:08.964,4.419961929,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:08.924,21.32699138
Wed Feb 24 09:29:11.564,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:11.524,21.4940594
Wed Feb 24 09:29:13.965,4.400007248,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:13.925,21.59126261
Wed Feb 24 09:29:18.965,4.409984589,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:18.925,21.39381859
Wed Feb 24 09:29:18.965,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:18.992,21.41508179
Wed Feb 24 09:29:21.565,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:21.525,21.44242019
Wed Feb 24 09:29:21.632,4.43492794,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:21.592,21.42723219
Wed Feb 24 09:29:23.166,4.454882622,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:23.126,21.66720261
Wed Feb 24 09:29:23.232,4.454882622,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:23.192,21.30572818
Wed Feb 24 09:29:23.966,4.380052567,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:23.926,21.39381859
Wed Feb 24 09:29:23.966,4.42993927,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:23.992,21.5031722
Wed Feb 24 09:29:28.966,4.419961929,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:28.926,21.5001346
Wed Feb 24 09:29:28.966,4.414973259,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:28.993,21.25105138
Wed Feb 24 09:29:31.566,4.400007248,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:31.526,21.60341301
Wed Feb 24 09:29:31.633,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:31.593,21.19333697
Wed Feb 24 09:29:33.967,4.444905281,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:33.927,21.66720261
Wed Feb 24 09:29:33.967,4.419961929,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:33.993,21.09613377
Wed Feb 24 09:29:38.967,4.370075226,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:38.927,21.5092474
Wed Feb 24 09:29:39.034,4.43492794,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:38.994,21.40900659
Wed Feb 24 09:29:41.567,4.390029907,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:41.527,21.26016418
Wed Feb 24 09:29:41.634,4.43492794,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:41.594,21.30269058
Wed Feb 24 09:29:43.967,4.409984589,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:43.927,21.14473537
Wed Feb 24 09:29:43.967,4.355109215,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:43.994,21.20548737
Wed Feb 24 09:29:48.967,4.395018578,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:48.927,21.41508179
Wed Feb 24 09:29:48.967,4.404995918,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:48.994,21.31484098
Wed Feb 24 09:29:51.567,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:51.527,21.02019376
Wed Feb 24 09:29:53.967,4.494791985,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:53.927,21.5001346
Wed Feb 24 09:29:58.967,4.444905281,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:29:58.927,21.5244354
Wed Feb 24 09:30:01.567,4.459871292,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:01.527,21.67935301
Wed Feb 24 09:30:03.967,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:03.927,21.38470579
Wed Feb 24 09:30:08.967,4.28526783,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:08.927,21.30572818
Wed Feb 24 09:30:11.567,4.340143204,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:11.527,21.39381859
Wed Feb 24 09:30:13.967,4.28526783,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:13.927,21.35736739
Wed Feb 24 09:30:18.967,4.255335808,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:18.927,21.19029937
Wed Feb 24 09:30:18.967,4.28027916,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:18.993,21.466721
Wed Feb 24 09:30:21.567,4.310211182,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:21.527,21.39381859
Wed Feb 24 09:30:21.633,4.260324478,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:21.593,21.34521699
Wed Feb 24 09:30:23.167,4.320188522,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:23.127,21.26927698
Wed Feb 24 09:30:23.233,4.330165863,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:23.193,21.5244354
Wed Feb 24 09:30:23.967,4.310211182,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:23.927,21.14473537
Wed Feb 24 09:30:23.967,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:23.993,21.40596899
Wed Feb 24 09:30:29.034,4.390029907,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:28.927,21.05968256
Wed Feb 24 09:30:31.567,4.275290489,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:28.994,21.44242019
Wed Feb 24 09:30:31.634,4.270301819,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:31.527,21.527473
Wed Feb 24 09:30:33.968,4.325177193,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:31.594,21.5062098
Wed Feb 24 09:30:34.034,4.235381126,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:33.928,21.5456986
Wed Feb 24 09:30:38.968,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:33.994,21.28750258
Wed Feb 24 09:30:38.968,4.260324478,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:38.928,21.38470579
Wed Feb 24 09:30:41.568,4.260324478,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:38.995,21.43634499
Wed Feb 24 09:30:41.635,4.409984589,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:41.528,21.21460018
Wed Feb 24 09:30:43.969,4.325177193,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:41.595,21.57607461
Wed Feb 24 09:30:43.969,4.365086555,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:43.929,21.39685619
Wed Feb 24 09:30:48.970,3.841276169,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:43.995,21.61556341
Wed Feb 24 09:30:48.970,3.906128883,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:48.930,21.43026979
Wed Feb 24 09:30:51.571,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:48.997,21.5305106
Wed Feb 24 09:30:53.972,4.325177193,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:51.531,21.5031722
Wed Feb 24 09:30:58.975,4.370075226,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:53.932,21.27231458
Wed Feb 24 09:31:01.576,4.2902565,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:30:58.935,21.44242019
Wed Feb 24 09:31:03.977,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:01.536,21.41204419
Wed Feb 24 09:31:08.979,4.350120544,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:03.937,21.30572818
Wed Feb 24 09:31:11.580,4.230392456,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:08.939,21.40596899
Wed Feb 24 09:31:13.981,4.42993927,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:11.540,21.24801378
Wed Feb 24 09:31:18.983,4.310211182,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:13.941,21.64290181
Wed Feb 24 09:31:19.050,4.270301819,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:18.943,21.12650977
Wed Feb 24 09:31:21.585,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:19.010,21.27231458
Wed Feb 24 09:31:21.651,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:21.545,21.42115699
Wed Feb 24 09:31:23.185,4.28027916,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:21.611,21.58822501
Wed Feb 24 09:31:23.252,4.43492794,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:23.145,21.20244977
Wed Feb 24 09:31:23.985,4.400007248,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:23.212,21.63075141
Wed Feb 24 09:31:23.985,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:23.945,21.37863059
Wed Feb 24 09:31:28.987,4.305222511,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:24.012,21.24497618
Wed Feb 24 09:31:28.987,4.2902565,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:28.947,21.06879536
Wed Feb 24 09:31:31.588,4.350120544,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:29.014,21.26320178
Wed Feb 24 09:31:31.655,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:31.548,21.41508179
Wed Feb 24 09:31:34.056,4.380052567,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:31.615,21.30269058
Wed Feb 24 09:31:38.991,4.340143204,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:33.949,21.43634499
Wed Feb 24 09:31:39.058,4.295245171,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:34.016,21.37255539
Wed Feb 24 09:31:41.592,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:38.951,21.26320178
Wed Feb 24 09:31:41.659,4.330165863,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:39.018,21.21763778
Wed Feb 24 09:31:43.992,4.320188522,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:41.552,21.39381859
Wed Feb 24 09:31:44.059,4.28526783,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:41.619,21.38774339
Wed Feb 24 09:31:48.993,4.305222511,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:43.952,21.22675058
Wed Feb 24 09:31:49.060,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:44.019,21.40293139
Wed Feb 24 09:31:51.594,4.28027916,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:48.953,21.17511137
Wed Feb 24 09:31:53.994,4.325177193,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:49.020,21.44849539
Wed Feb 24 09:31:58.994,4.350120544,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:51.554,21.13258497
Wed Feb 24 09:32:01.594,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:53.954,21.27535218
Wed Feb 24 09:32:03.994,4.300233841,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:31:58.954,21.29661538
Wed Feb 24 09:32:08.994,4.28526783,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:01.554,21.41204419
Wed Feb 24 09:32:11.594,4.365086555,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:03.954,21.42723219
Wed Feb 24 09:32:13.993,4.330165863,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:08.954,21.19333697
Wed Feb 24 09:32:18.993,4.370075226,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:11.554,21.27838978
Wed Feb 24 09:32:19.059,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:13.953,21.41508179
Wed Feb 24 09:32:21.592,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:18.953,21.5699994
Wed Feb 24 09:32:21.659,4.250347137,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:19.019,21.13562257
Wed Feb 24 09:32:23.192,4.315199852,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:21.552,21.29965298
Wed Feb 24 09:32:23.259,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:21.619,21.13258497
Wed Feb 24 09:32:23.992,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:23.152,21.02626896
Wed Feb 24 09:32:24.059,4.295245171,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:23.219,21.32395378
Wed Feb 24 09:32:28.992,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:23.952,21.28142738
Wed Feb 24 09:32:29.059,4.330165863,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:24.019,21.07790816
Wed Feb 24 09:32:31.592,4.305222511,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:28.952,21.4697586
Wed Feb 24 09:32:31.659,4.255335808,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:29.019,21.29661538
Wed Feb 24 09:32:33.993,4.370075226,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:31.552,21.28446498
Wed Feb 24 09:32:34.059,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:31.619,21.10220897
Wed Feb 24 09:32:38.994,4.414973259,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:33.953,21.39078099
Wed Feb 24 09:32:39.060,4.350120544,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:34.019,21.67024021
Wed Feb 24 09:32:41.594,4.340143204,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:38.954,21.4697586
Wed Feb 24 09:32:41.661,4.305222511,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:39.020,21.36648019
Wed Feb 24 09:32:43.995,4.380052567,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:41.554,21.26320178
Wed Feb 24 09:32:44.062,4.220415115,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:41.621,21.5548114
Wed Feb 24 09:32:48.996,4.43492794,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:43.955,21.65201461
Wed Feb 24 09:32:49.062,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:44.021,21.23282578
Wed Feb 24 09:32:51.596,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:48.956,21.527473
Wed Feb 24 09:32:53.996,4.28526783,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:49.022,21.5305106
Wed Feb 24 09:32:58.997,4.370075226,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:51.556,21.31180338
Wed Feb 24 09:33:01.597,4.325177193,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:53.956,21.03234416
Wed Feb 24 09:33:03.997,4.28027916,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:32:58.957,21.451533
Wed Feb 24 09:33:08.996,4.2902565,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:01.557,21.40293139
Wed Feb 24 09:33:11.596,4.340143204,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:03.957,21.20244977
Wed Feb 24 09:33:13.996,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:08.956,21.14777297
Wed Feb 24 09:33:18.995,4.28027916,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:11.556,21.07487056
Wed Feb 24 09:33:19.062,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:13.956,21.14777297
Wed Feb 24 09:33:21.595,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:18.955,21.23282578
Wed Feb 24 09:33:21.662,4.355109215,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:19.022,21.5487362
Wed Feb 24 09:33:23.195,4.315199852,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:21.555,21.5396234
Wed Feb 24 09:33:23.261,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:21.622,21.25712658
Wed Feb 24 09:33:23.995,4.404995918,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:23.155,21.32699138
Wed Feb 24 09:33:24.061,4.380052567,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:23.221,21.35432979
Wed Feb 24 09:33:28.993,4.355109215,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:23.954,21.35129219
Wed Feb 24 09:33:29.060,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:24.021,21.466721
Wed Feb 24 09:33:31.592,4.419961929,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:28.953,21.40293139
Wed Feb 24 09:33:31.659,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:29.020,21.43026979
Wed Feb 24 09:33:33.992,4.300233841,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:31.552,21.5365858
Wed Feb 24 09:33:34.058,4.390029907,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:31.619,21.60948821
Wed Feb 24 09:33:38.990,4.419961929,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:33.952,21.35129219
Wed Feb 24 09:33:39.056,4.380052567,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:34.018,21.5305106
Wed Feb 24 09:33:41.589,4.449893951,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:38.950,21.36344259
Wed Feb 24 09:33:41.656,4.4249506,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:39.016,21.58822501
Wed Feb 24 09:33:44.055,4.414973259,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:41.549,21.5639242
Wed Feb 24 09:33:48.986,4.385041237,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:41.616,21.65201461
Wed Feb 24 09:33:49.053,4.275290489,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:43.948,21.27838978
Wed Feb 24 09:33:51.586,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:44.015,21.451533
Wed Feb 24 09:33:53.985,4.395018578,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:48.946,21.40293139
Wed Feb 24 09:33:58.983,4.295245171,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:49.013,21.30269058
Wed Feb 24 09:34:01.582,4.330165863,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:51.546,21.4606458
Wed Feb 24 09:34:03.982,4.330165863,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:53.945,21.39078099
Wed Feb 24 09:34:08.981,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:33:58.943,21.44242019
Wed Feb 24 09:34:11.581,4.275290489,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:01.542,21.36040499
Wed Feb 24 09:34:13.981,4.295245171,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:03.942,21.32395378
Wed Feb 24 09:34:18.981,4.320188522,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:08.941,21.44242019
Wed Feb 24 09:34:19.048,4.300233841,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:11.541,21.22675058
Wed Feb 24 09:34:21.581,4.355109215,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:13.941,21.14169777
Wed Feb 24 09:34:21.648,4.275290489,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:18.941,21.37863059
Wed Feb 24 09:34:23.181,4.300233841,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:19.008,21.36951779
Wed Feb 24 09:34:23.248,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:21.541,21.39989379
Wed Feb 24 09:34:23.981,4.360097885,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:21.608,21.20244977
Wed Feb 24 09:34:24.048,4.300233841,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:23.141,21.34521699
Wed Feb 24 09:34:28.981,4.409984589,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:23.208,21.4788714
Wed Feb 24 09:34:29.048,4.454882622,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:23.941,21.4879842
Wed Feb 24 09:34:31.582,4.220415115,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:24.008,21.20852497
Wed Feb 24 09:34:31.648,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:28.941,21.39685619
Wed Feb 24 09:34:33.982,4.345131874,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:29.008,21.78870662
Wed Feb 24 09:34:34.049,4.245358467,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:31.542,21.09613377
Wed Feb 24 09:34:38.982,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:31.608,21.38166819
Wed Feb 24 09:34:39.049,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:33.942,21.44849539
Wed Feb 24 09:34:41.583,4.325177193,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:34.009,21.20244977
Wed Feb 24 09:34:41.649,4.305222511,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:38.942,21.27535218
Wed Feb 24 09:34:43.983,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:39.009,21.5669618
Wed Feb 24 09:34:44.050,4.335154533,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:41.543,21.30572818
Wed Feb 24 09:34:48.983,4.390029907,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:41.609,21.40900659
Wed Feb 24 09:34:49.050,4.310211182,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:43.943,21.5031722
Wed Feb 24 09:34:51.583,4.4249506,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:44.010,21.44849539
Wed Feb 24 09:34:53.983,4.305222511,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:48.943,21.5396234
Wed Feb 24 09:34:58.984,4.409984589,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:49.010,21.5396234
Wed Feb 24 09:35:01.584,4.350120544,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:51.543,21.5548114
Wed Feb 24 09:35:03.984,4.365086555,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:53.943,21.32091618
Wed Feb 24 09:35:08.984,4.375063896,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:34:58.944,21.57911221
Wed Feb 24 09:35:11.584,4.365086555,                       ,                 ,                       ,                 ,                       ,                 ,Wed Feb 24 09:35:01.544,21.25408898
